好滋味土雞莊,,這是一間以土雞和野菜聞名的合菜式餐廳。位於三峽竹林路上。橫拉式玻璃門輪椅使用者可自行出入。店內只有一般廁所。位於鄉野田間，空氣清新，環境寧靜，是三峽老字號的土雞莊。對於勇於嘗鮮的饕客們，是一大選擇。,02-26716174,新北市三峽區竹林路添福里153號,24.9358605,121.3744903,白斬雞::NT$400,新北市,三峽區,週一$$週日::11:00$$21:00<>(週三公休),NT$70$$NT$420,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
鍋爸涮涮鍋,南京店,這是一家吃到飽的涮涮鍋店。常保開啟狀態的門和平緩斜坡方便輪椅使用者出入。走道能讓一台輪椅通行。餐桌容膝空間足夠方便輪椅使用者用餐。店內只有一般廁所，可至附近捷運站使用無障礙廁所。用餐形式屬自助式，食材新鮮、乾淨，可憑個人喜好取食，各式餐點皆無限供應。,02-25774000,台北市松山區南京東路四段50號B1樓,25.0515266,121.5534456,吃到飽::NT$369 (平日午餐) $429 (晚餐及周末),台北市,松山區,週一$$週日::11:00$$23:00,NT$369$$NT$399<>(需加10%服務費),店內只有一般廁所,只有一般停車位,,,複合餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
Deja Vu 魔幻餐廳,,這是一家以各式排餐、義大利麵和飲品為主的複合式餐廳。平坦的出入口和常保開啟的門、容納輪椅通行的走道以及足夠的容膝空間，是店家最大的特色。店內只提供一般廁所。輪椅使用者可使用華山1914文創園區或捷運忠孝新生站的無障礙廁所。店家提供多元的歐陸食材，有許多駐唱歌手，歐洲古堡裝潢讓你不用出國也能品嘗和感受到道地的異國風味。,02-23968296,台北市中正區八德路一段1號 華山1914文創園區中四A館,25.0441303,121.5293995,義大利茄汁海鮮麵::NT$480,台北市,中正區,週一$$週日::12:00$$24:00,NT$120$$NT$680,店內只有一般廁所,附近無停車位,提供Wi-Fi無線上網,,"西式餐廳,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
金鳳廳,六福客棧,這是一家港式料理吃到飽或可單點的餐廳。門為玻璃推拉門，店員可協助。走道寬敞，兩台輪椅可相會。餐桌的容膝空間足夠。店內設有無障礙廁所。食物以推車或專人送上，食物主要分三大類：港式點心、熱炒、甜點，菜色豐富多樣。,02-25073211,台北市中山區長春路168號11樓,25.054593,121.533423,港式飲茶吃到飽::NT$399 (平日中餐) $499 (晚餐與周末),台北市,中山區,平日::<>午餐::11:00$$14:00<>晚餐::18:00$$21:00<>週末::11:00$$14:00<>午休::14:00$$18:00<>週五及週六::<>下午茶::14:30$$17:00,NT$399$$NT$424<>(需加收10%服務費),店內只有一般廁所,附近無停車位,提供Wi-Fi無線上網,提供一般插座充電服務,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所",,
圓山大飯店,松鶴廳,這是一間結合中、西、日式的自助式餐廳。門保持開啟狀態，方便輪椅使用者出入。飯店內設有無障礙廁所。華麗的中國式建築相當有特色，可透過開放式的廚房在現場欣賞廚師的精湛手藝。另有素食專區，提供給消費者多元的享受。,02-28868888,台北市中山區中山北路4段1號,25.0763881,121.5259891,吃到飽(早餐)::NT$580<>吃到飽(午餐周間/周末)::NT$850/950<>吃到飽(下午茶周間/周末)::NT$550/650<>吃到飽(晚餐周間/周末)::NT$1000/1100 ,台北市,中山區,早餐::6:00$$10:00<>午餐::11:30$$14:00<>下午茶::14:30$$17:00<>晚餐::18:00$$21:30<>週末及例假日::<>午餐::11:30$$14:00<>下午茶::14:30$$17:00<>晚餐::18:00$$21:30,NT$780$$NT$990,店內只有一般廁所,只有一般停車位,,,"複合餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所,障礙好停車",,
Mr.Brown cafe 伯朗咖啡,南港店,這是一家以義大利麵、焗烤、蛋糕、咖啡為主的複合式餐廳。門為推拉式玻璃門，不易操作，輪椅需協助，通道寬敞輪椅與行人通行無礙，容膝空間方便輪椅用餐，輪椅若需使用無障礙廁所可就近至南港展覽館。本店位於南港展覽館新設大樓一樓。消費者聽著舒適的音樂，品嘗醇香的咖啡與美味的餐點，絕對是放鬆心靈的最佳選擇。,02-27836963,台北市南港區經貿二路1號1樓,25.0560908,121.61759,雞排套餐::NT$:248,台北市,南港區,平日::8:30 - 19:00<>週末::8:30 - 19:00,NT$75$$NT$298,店內設有無障礙廁所,附近設有無障礙停車位,,,"西式餐廳,異國料理,複合餐廳,甜點輕食,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,免費Wifi,友善充電座",,
榕堤水灣餐廳,榕堤店,這是一間以排餐、輕食和下午茶為主要料理的異國餐廳。臨近捷運淡水站。推拉式木製門輪椅使用者需有人協助。店內設有無障礙廁所。餐廳富有峇里島風格，餐點精緻可口，份量十足，口味細膩，加上臨河欣賞淡水風光，是一份滿足味覺與視覺的異國料理。,02-26290052,新北市淡水區中正路229-9號,25.1720783,121.4364107,紅酒燉牛肉::NT$600,新北市,淡水區,週一$$週四::11:00$$23:00<>週五$$週六::11:00$$01:00<>週日::11:30$$23:00,NT$290$$NT$8000,店內只有一般廁所,附近無停車位,,,西式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所",,
Mr.J義法廚房,北醫店,義法廚房為主題式餐廳，最大的特色以「不能說的秘密」電影為主題，服務生穿著主題制服，餐廳搭配該電影的配樂，餐點歐美料理類的義式料理，讓消費者有如身歷其境。,02-23779090,台北市信義區吳興街250號(台北醫學院內),25.025951,121.561267,西班牙番紅花海鮮燉飯::NT$:330,台北市,信義區,午餐::11:30$$21:30<>下午茶::14:00$$17:00,NT$180$$NT$780<>(需加10%服務費),,,,,"西式餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
台品牛排館,,這是一家平價牛排館。門常保開啟狀態方便輪椅使用者出入，走道能讓一台輪椅通行，桌椅有容膝空間方便輪椅使用者用餐，店內只有一般廁所，可至附近使用無障礙廁所。裝潢簡單樸實，各項餐點皆附上麵包、飲料及濃湯，讓消費者有物超所值的感覺。,,新北市三重區車路頭街114號,25.075018,121.484013,蘑菇牛排::NT$100,新北市,三重區,週一$$週日::11:30$$23:00,NT$30$$NT$300,店內只有一般廁所,附近設有無障礙停車位,,,西式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便",,
銘記越南美食,,銘記越南美食是一家極具越式南洋風的餐廳。門為推拉門較不便於輪椅使用者但店員會主動協助，通道寬度方便一台輪椅通行，容膝空間方便輪椅與娃娃車靠近用餐，店內只有一般廁所，不便者若需使用無障礙廁所可至捷運東湖站，路程約30分鐘。室內裝潢擺設充滿南洋風情，餐點另有針對素食者設計特有菜單，是難得一見的特色餐廳。,02-26927015,新北市汐止區康寧街536-1 號,25.069017,121.634354,越式炒素河粉::NT$140<>碳烤豬排::NT100,新北市,汐止區,平日::11:30$$21:00<>週末::11:30$$21:00<>午休::15:00$$17:00,NT$100$$NT$5000,店內只有一般廁所,只有一般停車位,,,"異國料理,複合餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
北平一條龍餃子館,,50年老店「一條龍」的特色是北方口味，以麵食類為主，另有北平招牌菜、酸菜白肉火鍋、魚頭火鍋、北平烤鴨等，菜色選擇多樣化，有道地北方人的口味。,02-23616166,台北市萬華區峨眉街10號,25.043636,121.506798,花素蒸餃::NT$130<>雞絲拉皮::NT$166<>小米粥::NT$25,台北市,萬華區,平日::11:00$$21:00<>週末::11:00$$21:00<>午休::14:00$$16:30,NT$100$$NT$250<>(需加收10%服務費),店內只有一般廁所,只有一般停車位,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,友善充電座",,
潮肉壽喜燒,東豐店,這是一家日式壽喜燒及炭火燒烤料理吃到飽餐廳。門為推拉門，較不便於輪椅使用者，但店員會主動協助。通道寬度，能讓一台輪椅通行。容膝空間較不方便於輪椅使用者。店內只有一般廁所，可至台北市立仁愛醫院聯合院區使用無障礙廁所，路程約4分鐘。它的燒肉很特別。服務生親切，解說非常詳盡。道地的日式料理口感滑酥新鮮，值得吃上一回，現場會製作麻糬燒。,02-27000399,台北市大安區東豐街41號1樓,25.0361681,121.5465911,壽喜燒鍋::NT$４５９<>素食鍋::NT$４５９,台北市,大安區,平日::12:00$$23:00<>週末::12:00$$23:00<>午休::15:00$$17:00,NT$229$$NT$459<>(需加收10%服務費),店內設有無障礙廁所,本身設有無障礙停車位,,,"異國料理,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,免費Wifi,友善充電座",,
Bravo Beer布娜飛比利時啤酒餐廳,板橋縣民廣場店,這是一家美式啤酒屋風格的餐廳。推拉式店門輪椅使用者需有人協助，走道寬敞可讓一台輪椅和一人通行，用餐時輪椅使用者可靠近桌面，縣民廣場設置的無礙廁所就在店的旁邊。飲料以「比利時」啤酒為主要賣點，店家裝潢特別，以酒瓶做裝飾品，很有氣氛的啤酒餐廳。,02-89513789,新北市板橋區縣民大道二段22號B1,25.013662,121.464705,瑪格麗特手工石頭窯烤批薩::NT230$<>比利時啤酒::NT$165,新北市,板橋區,週日$$週四::11:30$$24:00<>週末::11:30$$02:00,NT$80$$NT$290,店內沒有廁所,本身設有無障礙停車位,提供Wi-Fi無線上網,,"異國料理,複合餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
二二八人文咖啡館,,這是一家以義大利麵或飯、輕食、小火鍋為主的餐廳。平緩的斜坡方便輪椅使用者出入。推拉式玻璃門，輪椅使用者需有人協助。走道寬敞，輪椅有足夠的迴轉空間。餐桌容膝空間方便輪椅使用者用餐。店內設有無障礙廁所。咖啡館位於228公園內，可順便逛228紀念館、臺灣博物館。,02-23708264,台北市中正區凱達格蘭大道3號,25.0403631,121.515469,白酒蛤蜊義大利麵::NT$208,台北市,中正區,週一$$週日::10:00$$20:00,NT$79$$NT$319,店內只有一般廁所,附近設有無障礙停車位,,,"異國料理,複合餐廳,甜點輕食,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所",,
新新湖光餐廳 ,,這是一間可單點熱炒也可合菜的餐廳。營業時段門會保持開啟狀態方便輪椅使用者出入。店內只有一般廁所。店內空間寬敞很適合舉辦婚宴或一般大型聚會。餐點單價經濟且實惠，有許多創意料理，是值得推薦的餐廳。,02-26957862,新北市汐止區康寧街700號,25.0722415,121.6376359,絲瓜炒蛋::NT$:100<>肥腸四季豆::NT$:100,新北市,汐止區,平日::11:00$$22:00<>週末::11:00$$22:00<>午休::14:00$$17:00,NT$100$$NT$10000,店內設有無障礙廁所,附近設有無障礙停車位,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,障礙好停車",,
臺一牛奶大王,,臺一牛奶大王是一家老字號冰品店。門常保開啟，方便一台輪椅通行。通道寬度能讓一台輪椅通行。容膝空間方便輪椅與娃娃車靠近用餐。店內沒有廁所，可至捷運公館站使用無障礙廁所，路程約7分鐘。小小的店面，卻吸引許多顧客前來品嚐。,02-23634341,台北市大安區新生南路3段82號,25.018963,121.533523,八寶牛奶冰::NT$65,台北市,大安區,平日::11:00$$24:00<>週末::11:00$$24:00,NT$25-$150,店內只有一般廁所,附近設有無障礙停車位,,,甜點輕食,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便",,
哈根達斯haagen-dazs,美麗華旗艦店,這是一間以冰品和甜點為主的連鎖店。位在美麗華一樓。開放式空間方便輪椅使用者出入。商場內設有無障礙廁所。店內享用精緻盤餐，可以同時有視覺與味覺的享受，冰淇淋、蛋糕、水果的擺盤方式都相當精緻，適合朋友聚餐或情人約會。,02-85026505,台北市中山區敬業三路20號1樓,25.083576,121.5570985,苺戀法式薄餅::NT$365,台北市,中山區,週日$$週四::11:30$$22:00<>週五$$週六::11:00$$23:00,NT$140$$NT$990(需加10%服務費),店內沒有廁所,本身設有無障礙停車位,,,"異國料理,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,障礙好停車,免費Wifi,友善充電座",,
美觀園日本料理,,這是一間以壽司、生魚片和手捲為主的日本料理店。臨近捷運西門站。感應式自動玻璃門方便輪椅使用者出入。店內只有一般廁所，可至附近捷運站或西門紅樓使用無障礙廁所。附近的峨嵋立體停車場設有多個無障礙汽、機車停車位。這家餐廳從1946年創立至今，有2層樓，無電梯。,02-23317000,台北市萬華區峨眉街36號,25.043518,121.506648,海鮮蓋飯::NT$260<>綜合醋飯::NT$190,台北市,萬華區,平日::11:00$$21:00<>週末::11:00$$21:00,NT$50$$NT$650,店內設有無障礙廁所,只有一般停車位,,,異國料理,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便",,
原燒,南京東店,這是一間以燒烤為主的連鎖餐廳。與捷運中山站相距不遠。推拉式玻璃門輪椅使用者需有人協助。店內只有一般廁所，可至附近捷運站使用無障礙廁所。有著優質的服務與優質的燒肉，適合家庭、朋友與情侶聚餐，服務生態度友善、親切。,02-25678338,台北市中山區區南京東路1段23號,25.0792018,121.5427093,海陸雙拼::NT$598,台北市,中山區,週日$$週四::<>午餐::11:30$$14:30<>晚餐::17:30$$23:00週五$$週六::<>午餐::11:30$$14:30<>晚餐::17:30$$23:00,NT$330$$NT$599(需加10%服務費),店內只有一般廁所,附近設有無障礙停車位,,,"異國料理,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
明德素食園,蘆洲家樂福店,明德素食園是一家純素的自助餐廳，位於家樂福大樓裡，環境方便，一樓有無障礙廁所，菜色多樣化提供消費者多樣化選擇。,02-82873218,新北市三重區五華街282號4樓,25.087911,121.486799,自助餐::NT$250,新北市,三重區,中餐::11:00$$14:00<>晚餐::17:00$$21:00,NT$秤重計價$$NT$396(吃到飽),店內只有一般廁所,附近設有無障礙停車位,,,"中式餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,聽力不太好,無障礙廁所,障礙好停車",,
鼎王麻辣鍋,長安店 ,餐廳以中國風恬淡優雅的裝飾為主，含蓋一、二兩層樓，餐廳設有電梯可方便至二樓用餐，餐飲以火鍋為主，提供麻辣鍋、酸菜鍋、鴛鴦鍋三種湯底，餐廳服務人員服務態度極佳,02-25078018,台北市中山區長安東路二段131-1號,25.048516,121.53611,鴛鴦鍋::NT$280,台北市,中山區,週一$$週日::11:00$$04:00,NT$60$$NT$298,店內只有一般廁所,只有一般停車位,,,"中式餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
滇味小館,,這是一間泰式料理餐廳。位於捷運公館站附近。出入口平坦。但店內座位稍窄。店內只有一般廁所，如需使用無障礙廁所可至捷運公館站。老闆娘熱情友善。願意為弱勢朋友安排方便的座位。口味偏重，但可依個人喜好調整(需事先說)。價格實惠。店家也推薦了較清淡的「過橋米線」讓年紀較長的長輩品嘗，很適合喜歡嘗試各式異國料理的朋友們。,02-23679008,台北市大安區羅斯福路三段283巷8號,25.018217,121.5316347,椒麻豆腐::NT$60,台北市,大安區,平日::01:00$$11:00<>週末::01:00$$11:00<>午休::14:30$$17:00,NT$60$$NT$200,店內只有一般廁所,附近設有無障礙停車位,,,異國料理,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
久代日式料理,,這是一家日式料理餐廳，平緩的斜坡方便輪椅出入，推拉式木製門輪椅使用者需有人協助，走道僅能讓一台輪椅通行，桌椅有容膝空間方便輪椅使用者用餐，店內只有一般廁所，可至附近捷運站使用無障礙廁所。餐廳走居酒屋式的日式裝潢，清爽、簡約、舒適，提供消費者下班後紓解壓力的好地方。,02-29921658,新北市新莊區中華路一段45巷6號,25.036514,121.452127,泡菜豬肉火鍋::NT$240,新北市,新莊區,午餐::11:30$$13:00<>晚餐::17:00$$22:30,NT$40$$NT$980,,,,,異國料理,"輪椅嬰兒車,孕婦拐杖族,聽力不太好",,
鍋之神涮涮鍋,,這是一家涮涮鍋專賣店。感應式自動玻璃雙開門和平緩斜坡方便輪椅使用者出入，走道寬敞能讓輪椅有足夠的迴轉空間，桌子會卡住輪椅使用者的膝蓋，店內只有一般廁所。店內餐點價格親民，湯頭選擇多樣化且食材新鮮。服務人員態度良好，提供給消費者物超所值的享受。,02-89683198,新北市板橋區南雅南路一段40號,25.006119,121.4557867,海陸鍋::NT$280,新北市,板橋區,週一$$週日::11:30$$23:00,NT$150$$NT$560,店內只有一般廁所,本身設有無障礙停車位,,,複合餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
Royal Host樂雅樂家庭餐廳,南港園區店,這是一間以排餐、義大利麵和下午茶為主的複合式家庭餐廳。臨近捷運南港展覽館站。推拉式玻璃門輪椅使用者需有人協助。店內設有2間寬敞的無障礙廁所。餐廳占地寬闊，內部桌椅擺設寬，很適合輪椅朋友前來聚會。餐點選擇多樣化，有葷食、蔬果餐、午茶等應有盡有。,02-27831861,台北市南港區經貿二路66-1號,25.0571504,121.6158958,海鮮總匯御膳套餐::NT$:390,台北市,南港區,平日::07:00$$23:00<>週末::07:00$$23:00,NT$100$$NT$400<>(需加收10%服務費),店內只有一般廁所,附近設有無障礙停車位,,,"西式餐廳,複合餐廳,甜點輕食,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所",,
福容大飯店芙蓉廳,福隆店,這是一間單點、合菜皆可的婚宴餐廳。位於新北市貢寮區的福隆里。推拉式玻璃門輪椅使用者需有人協助。店內設有無障礙廁所。擁有東北角海岸風光，是一處可放鬆身心靈的地方。餐廳內部走道寬敞且出入口都有斜坡，行動不便者很適合來此用餐。,02-24992381,新北市貢寮區福隆街40號,25.0167194,121.9449322,泰式雞腿::NT$130,新北市,貢寮區,早餐::7:00$$10:00<>午餐::11:30$$14:00<>晚餐::17:30$$21:00,NT$200$$NT$500,,,,,"中式餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所,障礙好停車",,
米朗琪咖啡館Melange Caf'e,中山本店,這是一家以輕食和飲料為主的餐廳。出入口有平緩斜坡，但雨天略顯濕滑。門為推拉式玻璃門，店員會主動協助。通道方便輪椅通行。容膝空間方便輪椅用餐。店內只有一般廁所，可就近至捷運中山站使用無障礙廁所。本店以草莓鬆餅聞名，需現場排隊等候，有許多顧客慕名而來。,02-25673787,台北市中山區中山北路二段16巷23號,25.0532033,121.5208739,草莓鬆餅::NT$130<>燻雞肉火腿披薩::NT$140,台北市,中山區,週一$$週五::07:30$$22:00<>週六$$週日::09:30$$22:00,NT$150$$NT$400<>(須另加10%服務費),店內設有無障礙廁所,本身設有無障礙停車位,,,"西式餐廳,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,免費Wifi",,
Alleycat's Pizza,華山店,這是一家義式手工窯烤Pizza餐廳。門為推拉門但常保開啟。走道需挪動椅子才可通行。室內光線暗、音樂聲大，不太方便聊天。設有無障礙廁所及停車位。店內以窯烤Pizza脆餅為主，也有沙拉、飲料、蛋糕等。價格中高。服務態度親切。,02-23956006,台北市中正區八德路一段1號,25.0441303,121.5293995,比薩脆餅搭自製羅勒醬::NT$150,台北市,中正區,平日::11:00$$23:00<>週末::00:00$$11:00,NT$85$$NT$510<>(需加收10%服務費),,,,,"異國料理,複合餐廳,甜點輕食,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所,免費Wifi,友善充電座",,
貳樓,微風台北車站店,這是一間舉凡焗烤、義大利麵、三明治、漢堡、甜點和飲料都有提供的複合式餐廳。位於台北火車站2樓。開放式空間方便輪椅出入。同樓層即設有無障礙廁所。雖然價位不算親民，但份量多，讓人非常有飽足感。周一至周五可電話訂位，假日只開放現場排隊。服務態度非常和善，各個服務生都是笑容可掬，讓人用起餐來心情格外愉快。,02-23610861,台北市中正區北平西路3號(台北車站2樓),25.0479239,121.5170809,海軍三明治::NT$250<>黑胡椒起司漢堡排::NT$250,台北市,中正區,平日::10:00$$22:00<>週末::10:00$$22:00,NT$90$$NT$590<>(需加收10%服務費),,,,,"異國料理,複合餐廳","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,免費Wifi,友善充電座",,
